2504,那覇,気象庁,2595 , ,2537 ,,2518 ,,2561 ,,2598 ,,2681 ,,,,,,,,,,,,,,
2505,石垣,気象庁,1741 , ,1766 ,,1735 ,,1880 ,,1933 ,,2071 ,,,,,,,,,,,,,,
2506,大浦,気象庁,3830 , ,3869 ,,3905 ,,3891 ,,3929 ,,4073 ,,,,,,,,,,,,,,
2507,口之津,気象庁,3502 , ,3542 ,,3567 ,,3547 ,,3591 ,,3727 ,,,,,,,,,,,,,,
2508,長崎,気象庁,2876 , ,2919 ,,2936 ,,2920 ,,2964 ,,3098 ,,,,,,,,,,,,,,
2509,福江,気象庁,2599 , ,2639 ,,2668 ,,2650 ,,2689 ,,2810 ,,,,,,,,,,,,,,
2607,舞鶴,気象庁,1517 , ,1448 ,,1527 ,,1475 ,,1553 ,,1707 ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2024年　月平均潮位　　3/4,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場名,所属,１月,*,２月,*,３月,*,４月,*,５月,*,６月,*,７月,*,８月,*,９月,*,１０月,*,１１月,*,１２月,*,年平均
3201,釜石,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3602,粟島,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3301,横須賀,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3303,神津島,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3304,三宅島,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3305,千葉,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3307,八丈島,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3308,横浜新港,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3407,広島,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3401,呉,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3402,徳山,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3504,博多,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3406,大分,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3503,厳原,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3502,佐世保,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3404,大泊,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3405,西之表,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3501,名瀬,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3603,竜飛,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
3505,中之島,海上保安庁,,,,,,,,,,,,,,,,,,,,,,,,,
4301,鋸山,地震研究所,,,,,,,,,,,,,,,,,,,,,,,,,
4302,久里浜,港空研,,,,,,,,,,,,,,,,,,,,,,,,,
4701,松前港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4702,留萌港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4703,江差港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4704,岩内港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4705,沓形港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4101,十勝港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4102,羅臼漁港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4103,厚岸漁港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4104,苫小牧東港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4105,苫小牧西港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4106,浦河港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4107,室蘭港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4108,枝幸港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4109,紋別港,北海道開発局,,,,,,,,,,,,,,,,,,,,,,,,,
4201,鹿島港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4602,酒田港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2024年　月平均潮位　　4/4,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場名,所属,１月,*,２月,*,３月,*,４月,*,５月,*,６月,*,７月,*,８月,*,９月,*,１０月,*,１１月,*,１２月,*,年平均
4603,新潟港西港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4604,青森港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4605,金沢港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4606,七尾港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4607,伏木富山港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4610,むつ小川原港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4611,久慈港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4612,仙台港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4613,八戸港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4413,宮崎港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4414,志布志港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4415,弟子待,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4503,八代港,地方整備局,,,,,,,,,,,,,,,,,,,,,,,,,
4502,平良港,沖縄総合事務局,,,,,,,,,,,,,,,,,,,,,,,,,
4601,直江津港,県,,,,,,,,,,,,,,,,,,,,,,,,,
4608,能代港,県,,,,,,,,,,,,,,,,,,,,,,,,,
4401,三崎港,県,,,,,,,,,,,,,,,,,,,,,,,,,
4402,福山港,県,,,,,,,,,,,,,,,,,,,,,,,,,
4609,津居山港,県,432 ,,369 ,5 ,444 ,,397 ,,477 ,,624 ,,,,,,,,,,,,,,
4403,明石港,県,1339 ,,1302 ,,1343 ,,1359 ,,1378 ,,1523 ,,,,,,,,,,,,,,
4404,東播磨港東二見,県,1223 ,,1187 ,,1231 ,,1243 ,,1263 ,,1405 ,,,,,,,,,,,,,,
4405,姫路港飾磨,県,1059 ,,1029 ,,1076 ,,1093 ,,1117 ,,1256 ,,,,,,,,,,,,,,
4406,水島,県,,,,,,,,,,,,,,,,,,,,,,,,,
4407,甲浦,県,,,,,,,,,,,,,,,,,,,,,,,,,
4408,佐賀港,県,,,,,,,,,,,,,,,,,,,,,,,,,
4409,御荘港,県,,,,,,,,,,,,,,,,,,,,,,,,,
4411,今治港,市,1903 ,,1894 ,,1915 ,,1918 ,,1941 ,,2078 ,,,,,,,,,,,,,,
4412,観音寺港,県,,,,,,,,,,,,,,,,,,,,,,,,,
4801,大熊,東京電力,,,,,,,,,,,,,,,,,,,,,,,,,
4802,楢葉富岡,東京電力,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
